86232,No
57576,No
124071,No
117955,No
133468,No
136631,No
75844,Yes
21853,Yes
19088,No
132305,No
5116,No
88317,No
10199,No
99978,No
67905,Yes
69997,No
113501,No
18691,No
127091,No
123644,No
132401,No
56496,No
115907,No
70019,No
59319,No
124566,No
84571,Yes
34111,No
15269,No
131844,Yes
6048,No
127940,No
138243,No
32069,No
108816,No
21347,Yes
117766,No
128743,No
58270,No
61380,Yes
116975,No
53603,No
44116,No
70563,No
51891,No
101537,No
121127,No
8013,No
31969,Yes
23028,No
59200,No
48902,Yes
6888,Yes
40477,Yes
3015,No
95940,No
136647,No
41139,No
2314,Yes
129222,No
70370,No
117031,Yes
138154,No
15254,No
102783,No
99039,No
18464,No
133575,No
61409,No
116505,No
22409,No
56511,No
73959,Yes
11284,No
62874,No
83451,No
78072,No
5087,No
135010,No
15206,No
41376,Yes
82244,No
4360,No
106103,No
126804,No
9333,No
97189,Yes
30751,Yes
44174,No
118784,No
67349,Yes
138007,No
41093,No
61523,No
40173,No
38805,No
31335,No
43002,No
22202,Yes
84889,No
23118,Yes
112103,Yes
8454,No
5510,No
54309,No
133582,No
72014,No
117943,No
139191,No
10844,No
90811,Yes
15109,No
36979,Yes
58461,No
8250,No
95378,No
320,No
27883,Yes
73708,No
22115,No
62532,No
58273,No
780,No
3160,Yes
38266,No
15402,No
33576,No
134847,No
89332,No
22650,No
76622,Yes
67922,No
93361,No
88488,No
38500,No
125205,Yes
43776,No
17287,No
26624,No
19249,No
54667,No
45356,No
46293,No
16461,No
133362,No
101982,No
12222,No
71890,No
46865,No
10069,Yes
20657,Yes
99107,No
97233,No
113608,No
120523,No
63539,No
46014,No
12745,No
43164,No
121912,No
128898,No
95770,No
103155,No
108698,No
135982,No
86508,No
122302,No
129835,Yes
45726,No
6371,No
127237,No
126524,No
105214,No
106170,Yes
132237,No
3977,Yes
66736,No
14053,No
122691,No
34156,No
90001,Yes
121091,No
7483,No
31088,No
60466,No
52295,No
110117,Yes
87307,No
140688,No
35505,No
63159,No
106285,No
19255,No
58701,No
123680,No
29668,No
99985,No
67811,No
1102,No
111806,No
13503,No
15630,No
118320,No
42290,No
46790,No
59579,No
100891,No
13206,No
104708,No
105902,Yes
136500,Yes
10692,Yes
17627,No
115530,No
130013,No
119661,No
64835,Yes
74641,No
101933,No
15375,Yes
102928,No
21552,Yes
98491,No
105264,No
28999,No
119071,No
103322,No
141339,No
97345,No
98987,No
2860,No
83038,No
80683,Yes
112527,No
65648,Yes
52005,No
123691,No
77328,Yes
8428,No
51694,Yes
29786,No
140450,No
67486,No
81833,Yes
94031,No
18582,Yes
135498,No
4472,No
117898,No
961,No
87612,No
75404,Yes
122438,No
75001,Yes
43158,Yes
134339,No
88129,No
129521,No
124977,Yes
114148,No
25930,No
107000,No
128711,No
104849,No
19696,No
71714,No
8320,No
130165,Yes
128924,No
36423,No
13532,No
94093,No
50887,No
132516,No
69610,No
36740,No
35129,No
26250,No
127141,No
32578,No
114270,No
115623,Yes
131081,No
41700,No
33003,No
46673,No
81677,No
18616,Yes
121222,No
100853,No
93018,No
25392,Yes
23001,No
116224,No
92179,No
55321,Yes
65479,No
54384,Yes
19067,No
99024,No
74173,Yes
52070,No
11688,No
20013,No
54085,No
24601,No
122887,No
127391,No
84191,No
65263,No
121953,No
67065,Yes
48003,No
64955,No
79416,No
15822,No
131411,No
92796,No
10625,No
100710,No
61921,Yes
75995,No
96,No
54351,No
77031,No
31439,No
131476,Yes
107953,No
47493,Yes
68251,No
15477,No
123369,No
68881,No
72556,No
53837,No
53266,No
15824,No
110009,No
125342,No
19353,No
97728,No
63619,No
139052,No
99362,No
49000,No
38550,Yes
19062,No
24491,Yes
16864,Yes
30756,No
118243,No
79335,No
66346,No
14261,No
44373,No
94423,No
141595,No
61726,Yes
125739,No
71969,No
131697,No
5385,No
19733,Yes
99097,No
54775,No
139728,Yes
65596,No
96861,No
113116,Yes
18357,No
22111,Yes
68148,No
141602,No
19331,Yes
28036,No
122767,No
121579,No
41438,Yes
137595,No
33866,No
111605,No
127260,No
141267,No
43017,No
74638,No
5095,No
23157,Yes
87730,No
80007,No
52915,Yes
108906,No
18623,Yes
119932,No
60206,No
59581,No
84108,No
39570,Yes
66078,No
57834,No
116330,Yes
111219,No
56654,No
76068,No
57520,No
95390,No
102521,No
124841,Yes
115757,No
128257,No
7713,Yes
70196,No
83982,No
87980,No
